seller-sku,asin1,item-name,item-description,listing-id,price,quantity,open-date,product-id-type,item-note,item-condition,will-ship-internationally,expedited-shipping,product-id,pending-quantity,fulfillment-channel,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,optional-payment-type-exclusion,scheduled-delivery-sku-set,merchant-shipping-group,standard-price-point,ProductTaxCode
PU-47N0-NBL6,896083349,"The Culture of Terrorism [Jul 01, 1999] Chomsky, Noam",,0828SQ7XCUV,4,1,2017-08-28 14:44:25 PDT,1,,2,,,896083349,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
PW-051T-UTJG,B001I2V8TQ,"Cheval Noir Issue Two [Comic] [Jan 01, 1989] Mike Richardson",,0827SM7U2MV,10,1,2017-08-27 16:03:18 PDT,1,,3,,,B001I2V8TQ,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
PZ-5HV0-NFA6,60158158,"Marcos Dynasty [Oct 01, 1988] Seagrave, Sterling",,0912SI7O5PD,5,1,2017-09-12 13:39:24 PDT,1,,2,,,60158158,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
PZ-GFAC-O5UN,70195390,"Legend: The Secret World of Lee Harvey Oswald [Mar 01, 1978] Epstein, Edward Jay",,0828SQ7ZL7D,5,1,2017-08-28 14:45:59 PDT,1,,2,,,70195390,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q0W-YY1-HDG,B001TTNOPE,"Peter McIntyre's West. [Hardcover] [Jan 01, 1970] McIntyre, Peter.",,0827SM7XH41,25,1,2017-08-27 16:04:23 PDT,1,,4,,,B001TTNOPE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q1-GT1G-OMJ0,425058883,"Malafrena [Sep 15, 1983] Le Guin, Ursula K.",,0827SM7ZSJD,7,1,2017-08-27 16:05:37 PDT,1,,2,,,425058883,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q5-715F-WCDJ,525950079,"World Without End (Kingsbridge) [Hardcover] [Oct 09, 2007] Follett, Ken",,1204SBI5GQJ,5,1,2017-12-04 14:59:06 PST,1,"Very good condition. Dust jacket in excellent condition. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,525950079,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q7-624S-TGG0,1861894309,"Invented Knowledge: False History, Fake Science and Pseudo-religions [May 15, 2009] Fritze, Ronald H.",,0908S2P1G2V,16,1,2017-09-08 06:45:43 PDT,1,,2,,,1861894309,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q7-6N9Z-B7WV,394758439,"Cultural Literacy: What Every American Needs to Know [Paperback] [Apr 12, 1988] Hirsch Jr., E.D.",,0827SM7ZH5D,3,1,2017-08-27 16:05:06 PDT,1,,2,,,394758439,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
Q9Y-9J8-F19,B0006DCUL8,"Between the thunder and the sun [Hardcover] [Jan 01, 1943] SHEEAN, Vincent",,0424U2M2HS7,4,1,2018-04-24 12:17:51 PDT,1,"Random House, 1943. First Printing. Dust jacket absent, otherwise in very good condition. Binding tight, pages clean and unmarked. Cover in very good condition.",7,,,B0006DCUL8,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QA-B5Z7-EO04,B002DSVEKC,"Out of the Night Jan Valtin [Hardcover] [Jan 01, 1941] Valtin, Jan",,0409UWI9F1P,16.83,1,2018-04-09 13:39:31 PDT,1,"Alliance Book Corporation, 1941. Dust jacket in good condition with mild shelf wear along edges and spine. Binding tight, pages clean and unmarked.",2,,,B002DSVEKC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QBN-4FP-NCF,B0007DVP5Y,"While You Slept: Our Tragedy in Asia and Who Made It (The Americanist library) [Jan 01, 1965] Flynn, John T",,1113SWAI1PV,3,1,2017-11-13 13:22:49 PST,1,"Good condition. Has wear on the cover from use, with some color vibrancy lost. Binding tight. No notes, underlining, or highlighting on pages.",3,,,B0007DVP5Y,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QE-BGTB-8V1I,B001P2OENQ,"The Authoritarian Personality (Studies in Prejudice) [Hardcover] [Jan 01, 1950] T. W. Adorno; Else Frenkel-Brunswik; Daniel J. Levinson and R. Nevitt Sanford",,1113SVKPC27,900,1,2017-11-13 10:26:43 PST,1,"Harper & Row, 1950. Studies in Prejudice series. Good condition. Dust jacket present, with some tearing on edges reinforced with clear tape. Blue mark on back of dust jacket. Tight binding. No notes, underlining, or highlighting on pages.",7,,,B001P2OENQ,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QF-WBAX-4154,425038505,"The Moon is a Harsh Mistress [Dec 15, 1977] Heinlein, Robert A.",,0827SM7ZTA1,5.98,1,2017-08-27 16:05:38 PDT,1,,2,,,425038505,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QG-706R-28ZG,B000XYB84A,"The One 3 (The Last Word in Superheroics) [Comic] [Jan 01, 1985] Rick Veitch",,0827SM7U3U7,3,1,2017-08-27 16:03:19 PDT,1,,3,,,B000XYB84A,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QG-GA6Z-LNLD,1583226826,"Public Power in the Age of Empire (Open Media Series) [Paperback] [Nov 02, 2004] Roy, Arundhati",,0914SUHGT37,3,1,2017-09-14 16:21:40 PDT,1,,2,,,1583226826,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QG-JPQ8-2OHR,840213700,"The Revolt: Story of the Irgun [Jan 01, 1977] Menachem Begin and Samuel Katz",,0320UDOHT17,120,1,2018-03-20 16:32:46 PDT,1,"Steimatzky's Agency Limited, 1977. Seventh Israeli Edition, Seventh English Edition. Signed and inscribed by the author, Menachem Begin, ""To Mr. and Mrs. Harold Dobbs with my best wishes."" Dust jacket in good condition with some shelfwear and slight tearing the bottom right corner of the front of the jacket. Binding tight, pages clean and unmarked.",6,,,840213700,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QG-QRBB-U7W6,B003TOCYZS,"Profiles in Courage, Memorial Edition [Hardcover] [Jan 01, 1964] John F. Kennedy and Robert F. Kennedy",,0827SM7XJG7,38.5,1,2017-08-27 16:04:24 PDT,1,,8,,,B003TOCYZS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QGX-MSX-B90,B00103VKQO,"The Robber Barons [Hardcover] [Jan 01, 1934]",,0908S4DDRQJ,100,1,2017-09-08 16:59:39 PDT,1,"Harcourt, Brace and Company, 1934. Stated First Edition. Dust jacket, binding, and pages in very good condition. Minimal notes and underlining in pencil.",7,,,B00103VKQO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QJ-PFQR-27YO,1567511120,"Corporations Are Gonna Get Your Mama: Globalization and the Downsizing of the American Dream [Jul 01, 2002] Danaher, Kevin",,0828SQ7YHZP,3,1,2017-08-28 14:45:11 PDT,1,,2,,,1567511120,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QK-H226-JGRF,1932407405,"Murdering Mr. Lincoln: A New Detection of the 19th Century's Most Famous Crime [Feb 01, 2004] Higham, Charles",,0317U4ICZ2P,4,1,2018-03-17 16:35:22 PDT,1,"Binding tight, pages clean and unmarked. UPC code marked out on back of dust jacket, which is otherwise in excellent condition.",3,,,1932407405,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QK-Q0LT-VNGW,9766410054,"Contemporary Art in the Northwest [Hardcover] [Oct 01, 1995] Allan, Lois",,0827SM7XNGD,6,1,2017-08-27 16:04:25 PDT,1,,3,,,9766410054,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QKJ-0F4-F0Q,674375505,"Harvard Guide to American History [Dec 01, 1954] Handlin, Oscar and etc.",,0908S3XQX61,5,1,2017-09-08 14:53:13 PDT,1,"No dust jacket, otherwise in very good condition with limited underlining and notes.",4,,,674375505,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QL-1M0M-R5NS,159308028X,"Candide (Barnes & Noble Classics Series) [Paperback] [Jun 01, 2003] Voltaire; Walsh, Lauren; Morley, Henry and May, Gita",,0827SM7ZM5D,3,1,2017-08-27 16:05:18 PDT,1,,4,,,159308028X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QL-MQC0-1XML,374154929,"Fighting Terrorism: How Democracies Can Defeat Domestic and International Terrorism [Sep 01, 1995] Netanyahu, Benjamin",,0828SQ7XZWV,4,1,2017-08-28 14:44:52 PDT,1,Yellowing on edges of dust cover. Pages clean and unmarked.,2,,,374154929,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QL-OC3Z-AA2Q,B000MU01Q6,"ALIENATION: THE CULTURAL CLIMATE OF OUR TIME, 2 VOLS. COMPLETE [Hardcover] [Jan 01, 1964] Sykes, Gerald",,0827SM7XPTD,6,1,2017-08-27 16:04:27 PDT,1,,2,,,B000MU01Q6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QLB-6YH-5SQ,B0012LLKHI,"The Merchant of Venice (FOLGER LIBRARY GENERAL READER'S SHAKESPEARE, PL60) [Mass Market Paperback] [Jan 01, 1957] WILLIAM SHAKESPERAE and LOUIS B. WRIGHT",,0827SM7ZTND,3,1,2017-08-27 16:05:39 PDT,1,,3,,,B0012LLKHI,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QM-Y7ZX-U8J6,B0006BO20C,"The Harrad Experiment [Jan 01, 1966] Robert H. Rimmer",,0828SQ7YG97,15.9,1,2017-08-28 14:45:11 PDT,1,,2,,,B0006BO20C,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QN-RRWT-50NG,B0068RZXCE,"Saga of Swamp Thing (1982 series) #162 [Comic] [Jan 01, 1982] DC: Vertigo Press",,0827SM7U4VP,3,1,2017-08-27 16:03:20 PDT,1,,3,,,B0068RZXCE,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QO-HWKE-44XQ,193357027X,"The Fixer [Sep 15, 2005] Teddy Moore",,0828SQ7YPWP,100,1,2017-08-28 14:45:23 PDT,1,,6,,,193357027X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QP-0WGK-TX8B,887302858,"America's Secret Eyes in Space: The U.S. Keyhole Satellite Program [Feb 01, 1990] Richelson, Jeffrey T.",,0330U94ORLP,200,1,2018-03-30 13:21:48 PDT,1,"Harper & Row, 1990. Advance preview copy from the publisher, in soft blue paper cover bound with black plastic binding combs. Some mild staining and discoloration on the cover paper. Pages clean and unmarked.",7,,,887302858,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QP-QGI1-X5HD,446364126,"Double Cross: The Explosive, Inside Story of the Mobster Who Controlled America [Mar 01, 1993] Sam and Giancana, Chuck",,1114SWZ7VIJ,3,1,2017-11-13 17:44:18 PST,1,"Good condition. Some wear and creasing on the cover and spine. Pages are clean with no notes, underlining, or highlighting.",3,,,446364126,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QQ-DH15-KFKW,743234952,"Holy War, Inc.: Inside the Secret World of Osama bin Laden [Paperback] [Jun 04, 2002] Bergen, Peter L.",,0827SM7ZNL1,3,1,2017-08-27 16:05:23 PDT,1,,2,,,743234952,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QR-GVO6-YIPU,028562301X,"According to the Evidence: My Proof of Man's Extraterrestrial Origins [Oct 06, 1977] Daniken, Erich von",,0908S42CIMJ,1000,1,2017-09-08 15:42:37 PDT,1,"Souvenir Press, November, 1977. Apparent signature by the author on dedication page. Binding tight, pages clean and unmarked.",6,,,028562301X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QR-O9NT-SGXU,517631180,"Peter Paul Rubens [Dec 12, 1988] Baudouin, Frans",,0908S2QJRL7,14,1,2017-09-08 07:24:22 PDT,1,,2,,,517631180,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QR-PB2O-7TD4,B003A0OK9O,"BARBARIAN WOMEN. #3. [Hardcover] [Jan 01, 1995] Bella, Frank; Casper; Culala, Aaron; Parrotte, Craig; Ritch, Mark; Trash; Vogel, Randy - Contributors.",,0827SM7U65J,50,1,2017-08-27 16:03:20 PDT,1,,3,,,B003A0OK9O,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QS-96X1-N1DJ,30830451,"Operation Overflight: The U-2 Spy Pilot Tells His Story for The First Time [Jan 01, 1970] Francis Gary Powers and Curt Gentry",,0914SU8G3T1,45,1,2017-09-14 12:46:02 PDT,1,"Hold, Rinehart and Winston, 1970. Stated First Edition. Dust jacket price-clipped and with 1-1/2"" tear on the back reinforced with tape. Binding tight, pages clean and unmarked.",6,,,30830451,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QS-NQCY-7XF3,B002U7BETM,"Counterplot: Garrison vs. Oswald, Ferrie, Shaw, Warren Commission, FBI CIA, the Media, the Establishment [Hardcover] [Jan 01, 1969] Epstein, Edward Jay",,0827SM7XRJV,4.14,1,2017-08-27 16:04:28 PDT,1,,6,,,B002U7BETM,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QS-ZEMZ-SQ4D,B00RAQK4AI,"My Autobiography (benito mussolini) [Hardcover] [Jan 01, 1928] Mussolini, Benito and 8 Plates",,1116S7JVKC7,30,1,2017-11-16 14:00:00 PST,1,"Charles Scribner's Sons, 1928. First Edition. Cover in good condition with some shelf wear. Binding tight. No notes, underlining, or highlighting on the pages.",7,,,B00RAQK4AI,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QT-3KYJ-MT7N,679734074,"Unearthing Atlantis: An Archaeological Odyssey [Feb 02, 1993] Charles R.  Pellegrino and Arthur Charles Clarke",,0828SQ8079J,3,1,2017-08-28 14:46:41 PDT,1,,2,,,679734074,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QT-8MMW-RDK8,60152362,"Almost Paradise [Mar 01, 1984] Isaacs, Susan",,0912SJ58B27,5,1,2017-09-12 16:30:05 PDT,1,First Edition,6,,,60152362,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QT-EVAC-RZO5,B000DEMPQU,"England Under Hitler [Mass Market Paperback] [Jan 01, 1961] Clarke, Comer",,0403UGF9G81,6,1,2018-04-03 09:53:06 PDT,1,"Ballantine Books, 1961. Cover in good condition with creasing on the bottom right front corner. Binding tight, pages clean and unmarked.",3,,,B000DEMPQU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QW-4XV1-7KRY,307275183,"Romance [Paperback] [Oct 25, 2005] Mamet, David",,0827SM7ZOCJ,1.97,1,2017-08-27 16:05:26 PDT,1,,3,,,307275183,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QW-ZOQQ-RC6Y,586026282,"The student revolt;: The activists speak; [Jan 01, 1968] Bourges, Herve_",,0907S0353J7,8,1,2017-09-07 16:32:05 PDT,1,,2,,,586026282,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QX-FU09-2PBK,B0006AXOHU,"The other America: Poverty in the United States [Jan 01, 1962] Harrington, Michael",,0827SM7XTYJ,45.51,1,2017-08-27 16:04:29 PDT,1,"First Edition, first printing. Light fraying on edges of dust cover. Pages clean and unmarked.",2,,,B0006AXOHU,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QX-KKSJ-EMT2,B000GUNVUK,"Modern Japan and Shinto Nationalism. [Hardcover] [Jan 01, 1943] HOLTOM,D.C.",,0914SU8PH4D,40,1,2017-09-14 12:53:33 PDT,1,"The University of Chicago Press, January 1943. First Edition, First Printing. Green cloth panels in good shape with some bumping on edges of spine and slight discoloration. Pages clean and unmarked with no creasing.",6,,,B000GUNVUK,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QY6-V4N-9ZD,B0006CF3G8,"Ecotopia: The Notebooks and Reports of William Weston [Jan 01, 1975] Callenbach, Ernest",,0907S04LGK1,14.95,1,2017-09-07 16:56:10 PDT,1,"Banyan Tree Books, 1975. Distributed by Bookpeople. First edition, eighth printing. Cover in very good condition, pages clean and unmarked.",6,,,B0006CF3G8,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
QZ-APCZ-WRCQ,679501975,"Mysteries of Our World: Unanswered Questions About the Continents, the Seas, the Atmosphere, the Origins of Life. [Jun 01, 1969] Briggs, Peter.",,0828SQ7WR9D,6,1,2017-08-28 14:44:08 PDT,1,,3,,,679501975,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R0-U6QX-1HZL,B004DB6JUC,"The Phenomenological Approach to Psychiatry. 1955 Edition [Flexibound] [Jan 01, 1955] Berg, J.H. van den",,0426U92JDE1,80,1,2018-04-26 13:32:29 PDT,1,"Charles C Thomas, 1955. Cover in very good condition. Binding tight, pages clean and unmarked.",2,,,B004DB6JUC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R0-Y46G-R48R,1585422282,"Corporateering: How Corporate Power Steals Your Personal Freedom... And What You Can Do About It [May 26, 2003] Court, Jamie",,0908S3GLRT1,4,1,2017-09-08 11:28:22 PDT,1,,2,,,1585422282,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R0N-RJF-M69,044630557X,"Upstairs at the White House [Sep 01, 1974] J. B. West and Mary Lynn Kotz",,0828SQ7YOC1,9.94,1,2017-08-28 14:45:20 PDT,1,,4,,,044630557X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R2-U0BO-RYH9,140052267,"The Search for Lost America: Mysteries of the Stone Ruins in the United States [Aug 30, 1979] Trento, Salvatore M.",,0828SQ7WPR7,4.24,1,2017-08-28 14:44:07 PDT,1,"Ex libris markings on flyleaf and page edges. Pages clean and unmarked, binding tight.",3,,,140052267,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R3-7TB1-59EJ,B000CPKECC,"RFK His Life and Death [Mass Market Paperback] [Jan 01, 1968] The Editors of American Heritage",,0827SM7ZUAP,3,1,2017-08-27 16:05:40 PDT,1,,2,,,B000CPKECC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R3-SR0N-YY6U,B000J00JJS,"TRAGEDY OF OTHELLO [Hardcover] [Jan 01, 1892] Shakespeare, William edited by William J. Rolfe and engravings",,0827SM7XVLP,8.73,1,2017-08-27 16:04:30 PDT,1,,3,,,B000J00JJS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R54-VJJ-WO6,451139763,"The Shining (Signet) [Oct 01, 1978] King, Stephen",,0827SM7ZV81,3,1,2017-08-27 16:05:41 PDT,1,"First Signet Printing, 1978.",4,,,451139763,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R6-UHRX-VXNE,939680386,"The Mayan Factor: Path Beyond Technology [Paperback] [Apr 01, 1987] Arguelles, Jose",,0906SUC4NVD,4,1,2017-09-06 12:59:03 PDT,1,,2,,,939680386,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R7-1J3H-G8EO,B0017XE668,"Freedom Of The Press [Hardcover] [Jan 01, 1935] seldes, george",,0911SCDN4JV,18.32,1,2017-09-11 09:32:58 PDT,1,"Bobbs-Merrill Company, 1935. Stated First Edition. No dust jacket, otherwise in very good condition.",8,,,B0017XE668,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R7-KPOP-C2I6,B005YNC5F6,"MICRA, No. 6, December 1987 (A New Beginning) [Comic] [Jan 01, 1987] Lamar Waldron, et al",,0827SM7U7EJ,3.25,1,2017-08-27 16:03:21 PDT,1,,3,,,B005YNC5F6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R7-W93Z-NRXO,374523495,"Deterring Democracy [Paperback] [Apr 06, 1992] Chomsky, Noam",,0915SUPGXSP,4,1,2017-09-14 17:46:24 PDT,1,,2,,,374523495,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
R8-PW1Y-ZQEH,920057179,"Radical Priorities [Paperback] [Jul 01, 1996] Chomsky, Noam; Otero, Carlos and Otero, Carlos P.",,0827SM7ZP41,3.79,1,2017-08-27 16:05:28 PDT,1,,2,,,920057179,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RB-52X3-V9TS,B0006BTZKY,"Money and American Society, 1865-1880 [Jan 01, 1968] Nugent, Walter T. K",,1116S7QVW9V,100,1,2017-11-16 15:10:57 PST,1,"The Free Press, 1968. First Printing. Very good condition. Dust jacket is present and in very good condition. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,B0006BTZKY,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RD-J68K-II8Z,1592571409,"The Complete Idiot's Guide to the Politics of Oil [Nov 04, 2003] C. D. Jaco; Julianne Neiman and Lita Epstein",,0914SU4MLI7,3,1,2017-09-14 10:57:49 PDT,1,,2,,,1592571409,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RD-S2MW-YFNO,394738020,"Hidden Terrors: The Truth About U.S. Police Operations in Latin America [Jul 12, 1979] Langguth, A.J.",,0828SQ7YFA7,17.99,1,2017-08-28 14:45:09 PDT,1,Glue on spine somewhat loose. Cover intact and in good shape. Pages clean and unmarked.,3,,,394738020,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RF-KDZN-EZ16,B002CXCM3Q,"Atlas of Ancient and Classical Geography: Everyman's Library Reference [Hardcover] [Jan 01, 1914] Ernest Rhys, Editor",,0827SM7XX6D,200,1,2017-08-27 16:04:30 PDT,1,"Revised and rearranged with new maps, March 1914.",6,,,B002CXCM3Q,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RFN-A2G-5D1,B001NGA7YO,"The Rothschilds, A Family Portrait [Hardcover] [Jan 01, 1962] Morton, Frederic",,0827SM7Y097,4,1,2017-08-27 16:04:31 PDT,1,,4,,,B001NGA7YO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RFV-8GG-VUZ,B000H886H4,"Anatomy of an Assassination The Murder of Abraham Lincoln [Hardcover] [Jan 01, 1966] Cottrell, John",,0410UZP5JVP,10.95,1,2018-04-10 10:40:40 PDT,1,"Funk & Wagnalls, 1966. Dust jacket in good condition with mild edgewear. Binding tight, pages clean and unmarked.",2,,,B000H886H4,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RG-Z22M-OVXM,440106621,"Bette: The Life of Bette Davis [Paperback] [Jan 01, 1982] Charles Higham",,0827SM7ZT1P,3,1,2017-08-27 16:05:38 PDT,1,,3,,,440106621,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RI-H0HV-Y0AV,345434889,"Ancient Mysteries: Discover the latest intriguiging, Scientifically sound explinations to Age-old puzzles [Paperback] [Oct 30, 2001] Peter James and Nick Thorpe",,0906STVQ79V,5,1,2017-09-06 10:59:57 PDT,1,,2,,,345434889,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RI-YXRQ-FVW2,088029356X,"The Greatness and Decline of the Celts (The History of Civilization) [Jan 01, 1988] Hubert, Henri",,0829STAHY3V,4,1,2017-08-29 08:21:57 PDT,1,,2,,,088029356X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RJ-YVLF-SNC9,394585380,"The Wives of Henry VIII [Hardcover] [Oct 27, 1992] Fraser, Antonia",,1121SFXZTKJ,5,1,2017-11-20 17:42:10 PST,1,"Very good condition. Dust jacket in excellent condition. Binding tight. No notes, underlining, or highlighting on the pages.",2,,,394585380,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RM-GWSY-QWRM,312361866,"The Island of Seven Cities: Where the Chinese Settled When They Discovered America [May 02, 2006] Chiasson, Paul",,0906STYZBX1,5,1,2017-09-06 11:38:33 PDT,1,,6,,,312361866,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RO-4MGT-6489,465072305,"Schooling In Capital America [Feb 12, 1976] Bowles, Michael",,0316UZBIIN7,6.81,1,2018-03-16 15:05:17 PDT,1,"Basic Books, 1976. Dust jacket has slight tearing and bumping on the edges, as well as a discoloration line on the back. Pages clean and unmarked. Binding tight.",3,,,465072305,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RPQ-XKF-8WO,B009KBXX7C,"Fundamentals of Progress: Scientific Research on the Transcendental Meditation Program [Paperback] [Jan 01, 1975] Mahesh Yogi, Maharishi",,0316UZD4YQP,50,1,2018-03-16 15:40:17 PDT,1,"Maharishi International University, 1974. Pamphlet. Line graph illustration on front cover. Ex libris marking on back cover. Includes insert on the Science of Creative Intelligence. Binding tight. Pages clean and unmarked.",6,,,B009KBXX7C,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RQ-1M7M-10U4,375502777,"The Nudist on the Late Shift: And Other True Tales of Silicon Valley [Jun 29, 1999] Bronson, Po",,0828SQ7WI5V,3,1,2017-08-28 14:44:00 PDT,1,,4,,,375502777,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RR-1V3V-6T99,425024938,"Time Enough For Love [Jan 01, 1974] Heinlein, Robert A.",,0828SQ7U25J,3,1,2017-08-28 14:43:19 PDT,1,,4,,,425024938,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RS-YLD4-64H6,880296631,"Knights Templar [Jun 01, 1991] Howarth, Stephen",,0828SQ7VG4P,3,1,2017-08-28 14:43:38 PDT,1,,3,,,880296631,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RUJ-YRQ-K5X,B000WTUSAG,"Monopolies and the People [Hardcover] [Jan 01, 1873] Cloud, D. C.",,0908S09B3YP,400,1,2017-09-07 17:35:31 PDT,1,"Davenport, Iowa: Day, Egbert, & Fidlar; Muscatine, Iowa: Allen Broomhall, 1873. Stated Seventh Edition. Significant shelf wear on edges of spine. Some yellowing of pages. Binding is tight and pages are clean and unmarked. Very good condition for its age.",6,,,B000WTUSAG,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RV-N1JH-9JJG,452279690,"Cavedweller: A Novel [Paperback] [May 01, 1999] Allison, Dorothy",,0827SM7ZVDV,3,1,2017-08-27 16:05:39 PDT,1,,4,,,452279690,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RY-N90N-161P,809469502,"The SS (The Third Reich) [Feb 01, 1989] Time-Life Books",,0911SCTPQEV,5,1,2017-09-11 14:28:43 PDT,1,,2,,,809469502,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RZ-ECIJ-TFXO,399127216,"The White Plague [Sep 21, 1982] Herbert, Frank",,0827SM7Y60P,3,1,2017-08-27 16:04:33 PDT,1,,3,,,399127216,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
RZ-K1ZP-ZLZ7,B0026CLSOM,"Kennedy [Paperback] [Jan 01, 1966]",,0827SM7ZW21,3,1,2017-08-27 16:05:43 PDT,1,,3,,,B0026CLSOM,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
S0-0BVO-R6NM,688067530,"American Espionage and the Soviet Target [Mar 01, 1987] Richelson, Jeffrey",,0330U93U61V,8,1,2018-03-30 12:44:17 PDT,1,"William Morrow and Company, 1987. First Edition, First Printing. Dust jacket in excellent condition. Binding tight, pages clean and unmarked.",2,,,688067530,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
S1-CBIF-NGKY,B001SBFC26,"Grendel, No. 19; May 1988 [Comic] [Jan 01, 1988] Matt Wagner",,0827SM7U8V1,4.98,1,2017-08-27 16:03:22 PDT,1,,3,,,B001SBFC26,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,
